chr1	1207172	1207173	257	0	+
chr1	1230876	1230877	266	0	-
chr1	1232310	1232311	268	0	+
chr1	1235509	1235510	270	0	+
chr1	1237990	1237991	273	0	-
chr1	1239388	1239389	274	0	+
chr1	1244055	1244056	277	0	-
chr1	1247236	1247237	279	0	+
chr1	1250371	1250372	280	0	-
chr1	1266154	1266155	287	0	-
chr1	1267795	1267796	288	0	+
chr1	1273081	1273082	291	0	+
chr1	1274245	1274246	293	0	-
chr1	1274484	1274485	294	0	+
chr1	1284070	1284071	299	0	+
chr1	1284947	1284948	304	0	+
chr1	1287716	1287717	307	0	-
chr1	1290339	1290340	308	0	-
chr1	1291478	1291479	309	0	+
chr1	1292026	1292027	310	0	-
chr1	1300583	1300584	315	0	-
chr1	1302124	1302125	316	0	+
chr1	1302679	1302680	317	0	+
chr1	1304635	1304636	318	0	+
chr1	1305399	1305400	319	0	+
chr1	1310195	1310196	321	0	+
chr1	1310502	1310503	322	0	-
chr1	1319144	1319145	325	0	-
chr1	1344800	1344801	335	0	+
chr1	1345093	1345094	336	0	+
chr1	1345250	1345251	337	0	-
chr1	1347748	1347749	340	0	-
chr1	1349420	1349421	341	0	+
chr1	1349713	1349714	342	0	-
chr1	1349958	1349959	343	0	+
chr1	1360284	1360285	347	0	+
chr1	1362150	1362151	349	0	+
chr1	1364390	1364391	351	0	-
chr1	1372232	1372233	352	0	-
chr1	1375240	1375241	353	0	-
chr1	1376514	1376515	354	0	-
chr1	1384058	1384059	357	0	+
chr1	1399790	1399791	358	0	-
chr1	1401138	1401139	359	0	+
chr1	1402167	1402168	360	0	-
chr1	1407635	1407636	361	0	-
chr1	1407921	1407922	362	0	-
chr1	1417681	1417682	364	0	-
chr1	1425737	1425738	365	0	+
chr1	1430580	1430581	367	0	+
chr1	1433547	1433548	368	0	+
chr1	1435648	1435649	369	0	+
chr1	1438267	1438268	370	0	-
chr1	1441075	1441076	372	0	-
chr1	1441577	1441578	373	0	+
chr1	1441760	1441761	374	0	+
chr1	1462544	1462545	377	0	-
chr1	1505651	1505652	383	0	-
chr1	1511853	1511854	385	0	-
chr1	1551008	1551009	395	0	-
chr1	1568012	1568013	398	0	-
chr1	1597815	1597816	399	0	+
chr1	1599301	1599302	400	0	+
chr1	1599586	1599587	401	0	+
chr1	1616051	1616052	403	0	-
chr1	1620265	1620266	404	0	-
chr1	1622584	1622585	408	0	-
chr1	1625279	1625280	409	0	-
chr1	1629378	1629379	411	0	-
chr1	1630343	1630344	412	0	+
chr1	1630373	1630374	413	0	+
chr1	1645072	1645073	420	0	+
chr1	1659390	1659391	421	0	-
chr1	1665874	1665875	423	0	-
chr1	1679079	1679080	425	0	-
chr1	1692962	1692963	427	0	-
chr1	1693366	1693367	428	0	-
chr1	1712210	1712211	435	0	+
chr1	1724701	1724702	436	0	-
chr1	1746241	1746242	438	0	-
chr1	1746632	1746633	439	0	-
chr1	1747307	1747308	440	0	-
chr1	1749010	1749011	441	0	-
chr1	1752852	1752853	442	0	+
chr1	1753497	1753498	443	0	+
chr1	1764439	1764440	445	0	+
chr1	1778255	1778256	447	0	-
chr1	1779199	1779200	448	0	+
chr1	1789221	1789222	450	0	+
chr1	1795181	1795182	451	0	-
chr1	1796654	1796655	452	0	-
chr1	1841929	1841930	456	0	+
chr1	1858792	1858793	458	0	+
chr1	1873966	1873967	459	0	+
chr1	1899361	1899362	465	0	+
chr1	1906414	1906415	466	0	-
chr1	1907130	1907131	467	0	+
chr1	1907401	1907402	468	0	+
chr1	1909137	1909138	469	0	-
chr1	1919088	1919089	470	0	-
chr1	1923792	1923793	474	0	-
chr1	1935895	1935896	478	0	+
chr1	1944168	1944169	479	0	+
chr1	1955386	1955387	482	0	+
chr1	1955777	1955778	483	0	-
chr1	1960224	1960225	484	0	+
chr1	1960539	1960540	485	0	+
chr1	1974452	1974453	494	0	-
chr1	2043566	2043567	509	0	-
chr1	2045001	2045002	511	0	-
chr1	2046644	2046645	512	0	-
chr1	2047536	2047537	513	0	-
chr1	2049597	2049598	515	0	-
chr1	2051263	2051264	516	0	-
chr1	2054849	2054850	518	0	+
chr1	2091809	2091810	529	0	+
chr1	2093217	2093218	530	0	-
chr1	2098570	2098571	531	0	-
chr1	2104781	2104782	534	0	-
chr1	2108801	2108802	536	0	+
chr1	2132404	2132405	542	0	+
chr1	2135288	2135289	545	0	+
chr1	2139934	2139935	546	0	-
chr1	2140137	2140138	547	0	-
chr1	2163418	2163419	552	0	-
chr1	2165044	2165045	554	0	-
chr1	2174464	2174465	558	0	-
chr1	2195072	2195073	566	0	-
chr1	2195357	2195358	567	0	+
chr1	2208499	2208500	569	0	+
chr1	2212878	2212879	571	0	+
chr1	2213047	2213048	572	0	-
chr1	2213225	2213226	573	0	+
chr1	2215118	2215119	574	0	+
chr1	2227552	2227553	576	0	-
chr1	2227653	2227654	577	0	+
chr1	2234262	2234263	582	0	-
chr1	2237879	2237880	585	0	-
chr1	2248434	2248435	587	0	+
chr1	2270516	2270517	590	0	-
chr1	2276282	2276283	592	0	-
chr1	2291496	2291497	595	0	-
chr1	2291552	2291553	596	0	+
chr1	2311656	2311657	605	0	+
chr1	2315115	2315116	606	0	+
chr1	2315306	2315307	607	0	-
chr1	2315997	2315998	608	0	+
chr1	2316660	2316661	609	0	+
chr1	2322128	2322129	610	0	+
chr1	2326694	2326695	612	0	-
chr1	2326732	2326733	613	0	-
chr1	2331056	2331057	614	0	+
chr1	2332214	2332215	615	0	+
chr1	2334607	2334608	616	0	+
chr1	2348215	2348216	622	0	-
chr1	2374149	2374150	628	0	-
chr1	2381380	2381381	630	0	+
chr1	2381923	2381924	631	0	-
chr1	2382208	2382209	632	0	+
chr1	2382783	2382784	633	0	+
chr1	2385112	2385113	634	0	+
chr1	2385227	2385228	635	0	+
chr1	2391815	2391816	638	0	+
chr1	2406813	2406814	644	0	+
chr1	2413776	2413777	647	0	-
chr1	2414561	2414562	648	0	+
chr1	2415593	2415594	649	0	-
chr1	2430238	2430239	652	0	+
chr1	2443975	2443976	659	0	+
chr1	2448318	2448319	663	0	-
chr1	2631702	2631703	761	0	-
chr1	2821934	2821935	814	0	+
chr1	2822169	2822170	815	0	+
chr1	2840544	2840545	823	0	-
chr1	2860006	2860007	830	0	-
chr1	2861991	2861992	831	0	+
chr1	2867907	2867908	837	0	+
chr1	2868032	2868033	838	0	+
chr1	2876112	2876113	841	0	+
chr1	2913412	2913413	852	0	+
chr1	2914901	2914902	855	0	+
chr1	2917086	2917087	856	0	-
chr1	2922212	2922213	858	0	-
chr1	2946444	2946445	864	0	+
chr1	3012656	3012657	879	0	+
chr1	3060347	3060348	895	0	-
chr1	3062151	3062152	896	0	+
chr1	3066347	3066348	897	0	+
chr1	3086670	3086671	905	0	-
chr1	3101559	3101560	910	0	+
chr1	3113258	3113259	912	0	+
chr1	3116449	3116450	914	0	+
chr1	3117878	3117879	915	0	+
chr1	3120020	3120021	916	0	-
chr1	3135513	3135514	920	0	+
chr1	3138866	3138867	921	0	-
chr1	3172646	3172647	929	0	-
chr1	3222041	3222042	942	0	+
chr1	3252218	3252219	950	0	-
chr1	3271013	3271014	953	0	-
chr1	3284156	3284157	958	0	-
chr1	3293765	3293766	964	0	+
chr1	3293817	3293818	965	0	-
chr1	3320133	3320134	970	0	-
chr1	3320457	3320458	971	0	+
chr1	3326681	3326682	974	0	-
chr1	3326805	3326806	975	0	+
chr1	3349901	3349902	979	0	-
chr1	3356668	3356669	980	0	+
chr1	3357061	3357062	981	0	-
chr1	3357324	3357325	982	0	-
chr1	3362713	3362714	987	0	-
chr1	3377803	3377804	990	0	-
chr1	3403137	3403138	997	0	-
chr1	3403503	3403504	998	0	+
chr1	3403546	3403547	999	0	+
chr1	3410328	3410329	1004	0	-
chr1	3417299	3417300	1010	0	+
chr1	3424877	3424878	1012	0	-
chr1	3431442	3431443	1017	0	+
chr1	3453366	3453367	1025	0	+
chr1	3454307	3454308	1026	0	+
chr1	3454404	3454405	1027	0	+
chr1	3457801	3457802	1028	0	-
chr1	3459801	3459802	1029	0	-
chr1	3471966	3471967	1032	0	-
chr1	3482783	3482784	1036	0	+
chr1	3484045	3484046	1037	0	-
chr1	3489267	3489268	1038	0	-
chr1	3491397	3491398	1039	0	+
chr1	3491961	3491962	1040	0	-
chr1	3504814	3504815	1047	0	+
chr1	3518382	3518383	1054	0	+
chr1	3519513	3519514	1058	0	+
chr1	3525017	3525018	1060	0	+
chr1	3533603	3533604	1066	0	+
chr1	3536816	3536817	1069	0	-
chr1	3551919	3551920	1075	0	-
chr1	3565411	3565412	1080	0	+
chr1	3577379	3577380	1082	0	+
chr1	3588041	3588042	1088	0	+
chr1	3588491	3588492	1089	0	+
chr1	3588551	3588552	1090	0	+
chr1	3591601	3591602	1091	0	+
chr1	3591667	3591668	1092	0	+
chr1	3591799	3591800	1094	0	+
chr1	3591865	3591866	1095	0	+
chr1	3615328	3615329	1098	0	-
chr1	3619191	3619192	1100	0	-
chr1	3621339	3621340	1101	0	-
chr1	3625811	3625812	1102	0	+
chr1	3650024	3650025	1111	0	-
chr1	3664439	3664440	1113	0	-
chr1	3673624	3673625	1115	0	+
chr1	3677253	3677254	1117	0	-
chr1	3678452	3678453	1118	0	+
chr1	3690046	3690047	1127	0	+
chr1	3695799	3695800	1128	0	+
chr1	3696155	3696156	1129	0	+
chr1	3703169	3703170	1131	0	-
chr1	3724591	3724592	1137	0	-
chr1	3727410	3727411	1138	0	+
chr1	3727475	3727476	1139	0	-
chr1	3775860	3775861	1148	0	-
chr1	3776107	3776108	1149	0	+
chr1	3779746	3779747	1150	0	-
chr1	3801644	3801645	1153	0	-
chr1	3806624	3806625	1154	0	-
chr1	3811071	3811072	1156	0	-
chr1	3821630	3821631	1161	0	-
chr1	3827912	3827913	1162	0	+
chr1	3857339	3857340	1165	0	+
chr1	3858439	3858440	1166	0	-
chr1	3858979	3858980	1167	0	-
chr1	3870071	3870072	1171	0	-
chr1	3899754	3899755	1177	0	-
chr1	3904992	3904993	1180	0	+
chr1	3907383	3907384	1181	0	-
chr1	3910961	3910962	1182	0	+
chr1	4034619	4034620	1199	0	-
chr1	4048275	4048276	1200	0	-
chr1	4173345	4173346	1223	0	+
chr1	4178819	4178820	1225	0	-
chr1	4268115	4268116	1231	0	-
chr1	4317433	4317434	1238	0	+
chr1	4362808	4362809	1241	0	+
chr1	4367703	4367704	1242	0	-
chr1	4422715	4422716	1248	0	+
chr1	4469725	4469726	1252	0	+
chr1	4494753	4494754	1255	0	+
chr1	4517762	4517763	1257	0	+
chr1	4555733	4555734	1258	0	+
chr1	4563889	4563890	1260	0	+
chr1	4594528	4594529	1263	0	-
chr1	4617989	4617990	1267	0	-
chr1	4627542	4627543	1270	0	-
chr1	4652753	4652754	1274	0	+
chr1	4659359	4659360	1276	0	+
chr1	4673726	4673727	1280	0	+
chr1	4694558	4694559	1286	0	+
chr1	4700995	4700996	1288	0	-
chr1	4742219	4742220	1293	0	-
chr1	4768725	4768726	1296	0	-
chr1	4778164	4778165	1299	0	+
chr1	4826266	4826267	1301	0	-
chr1	4958049	4958050	1311	0	-
chr1	5099832	5099833	1320	0	+
chr1	5119702	5119703	1321	0	-
chr1	5125388	5125389	1322	0	-
chr1	5156116	5156117	1327	0	+
chr1	5161573	5161574	1328	0	+
chr1	5273441	5273442	1332	0	-
chr1	5275657	5275658	1334	0	-
chr1	5286452	5286453	1336	0	+
chr1	5373283	5373284	1341	0	+
chr1	5394324	5394325	1344	0	+
chr1	5427435	5427436	1347	0	+
chr1	5448688	5448689	1350	0	+
chr1	5482131	5482132	1355	0	-
chr1	5510060	5510061	1359	0	+
chr1	5598735	5598736	1374	0	-
chr1	5599588	5599589	1375	0	-
chr1	5620609	5620610	1377	0	-
chr1	5621227	5621228	1378	0	-
chr1	5637373	5637374	1379	0	+
chr1	5641061	5641062	1380	0	+
chr1	5719370	5719371	1387	0	+
chr1	5745737	5745738	1394	0	+
chr1	5745980	5745981	1396	0	-
chr1	5768187	5768188	1400	0	-
chr1	5830895	5830896	1409	0	+
chr1	5833018	5833019	1411	0	+
chr1	5877573	5877574	1429	0	+
chr1	5893866	5893867	1432	0	-
chr1	5916172	5916173	1436	0	-
chr1	5939418	5939419	1438	0	-
chr1	5951227	5951228	1440	0	-
chr1	5973964	5973965	1445	0	-
chr1	5975357	5975358	1446	0	-
chr1	5980555	5980556	1448	0	+
chr1	5992404	5992405	1450	0	-
chr1	6001518	6001519	1456	0	-
chr1	6003208	6003209	1457	0	-
chr1	6026092	6026093	1464	0	+
chr1	6028765	6028766	1465	0	-
chr1	6035879	6035880	1467	0	+
chr1	6041633	6041634	1470	0	+
chr1	6048256	6048257	1472	0	-
chr1	6053104	6053105	1473	0	+
chr1	6080777	6080778	1478	0	-
chr1	6082498	6082499	1480	0	+
chr1	6099922	6099923	1488	0	-
chr1	6105353	6105354	1492	0	+
chr1	6105774	6105775	1493	0	-
chr1	6105878	6105879	1494	0	+
chr1	6106041	6106042	1495	0	+
chr1	6106698	6106699	1496	0	+
chr1	6109016	6109017	1497	0	+
chr1	6110113	6110114	1498	0	-
chr1	6125021	6125022	1499	0	-
chr1	6137934	6137935	1503	0	-
chr1	6141798	6141799	1505	0	+
chr1	6154903	6154904	1506	0	+
chr1	6162810	6162811	1509	0	+
chr1	6162965	6162966	1510	0	+
chr1	6171710	6171711	1515	0	-
chr1	6180484	6180485	1520	0	+
chr1	6183675	6183676	1522	0	+
chr1	6185979	6185980	1523	0	-
chr1	6205379	6205380	1526	0	-
chr1	6208704	6208705	1527	0	-
chr1	6209261	6209262	1528	0	-
chr1	6209839	6209840	1529	0	+
chr1	6235851	6235852	1532	0	+
chr1	6238819	6238820	1533	0	+
chr1	6245225	6245226	1535	0	-
chr1	6246895	6246896	1537	0	+
chr1	6252773	6252774	1539	0	+
chr1	6262453	6262454	1541	0	-
chr1	6273046	6273047	1546	0	+
chr1	6280989	6280990	1550	0	-
chr1	6281028	6281029	1551	0	-
chr1	6297521	6297522	1555	0	-
chr1	6300957	6300958	1557	0	+
chr1	6332015	6332016	1563	0	-
chr1	6343612	6343613	1566	0	-
chr1	6348115	6348116	1567	0	+
chr1	6357438	6357439	1571	0	-
chr1	6359573	6359574	1573	0	-
chr1	6363229	6363230	1574	0	+
chr1	6378278	6378279	1576	0	-
chr1	6394097	6394098	1577	0	-
chr1	6394218	6394219	1578	0	+
chr1	6397199	6397200	1580	0	-
chr1	6404844	6404845	1581	0	-
chr1	6409253	6409254	1582	0	+
chr1	6414492	6414493	1584	0	-
chr1	6423626	6423627	1587	0	+
chr1	6437204	6437205	1588	0	-
chr1	6438200	6438201	1590	0	-
chr1	6440317	6440318	1591	0	-
chr1	6440842	6440843	1592	0	-
chr1	6445305	6445306	1593	0	+
chr1	6445521	6445522	1594	0	+
chr1	6447387	6447388	1596	0	+
chr1	6448332	6448333	1598	0	-
chr1	6448891	6448892	1599	0	+
chr1	6455182	6455183	1601	0	+
chr1	6456269	6456270	1602	0	-
chr1	6456509	6456510	1603	0	-
chr1	6456980	6456981	1604	0	-
chr1	6462463	6462464	1606	0	+
chr1	6471211	6471212	1611	0	+
chr1	6472369	6472370	1612	0	+
chr1	6472597	6472598	1613	0	+
chr1	6475681	6475682	1614	0	-
chr1	6480984	6480985	1615	0	-
chr1	6483203	6483204	1616	0	+
chr1	6484609	6484610	1618	0	-
chr1	6485961	6485962	1619	0	+
chr1	6486226	6486227	1621	0	+
chr1	6486644	6486645	1622	0	+
chr1	6490046	6490047	1623	0	-
chr1	6501541	6501542	1628	0	-
chr1	6511737	6511738	1632	0	+
chr1	6513458	6513459	1633	0	-
chr1	6513568	6513569	1634	0	-
chr1	6513625	6513626	1635	0	-
chr1	6523804	6523805	1636	0	-
chr1	6547470	6547471	1638	0	-
chr1	6554609	6554610	1639	0	-
chr1	6578858	6578859	1643	0	+
chr1	6579197	6579198	1644	0	-
chr1	6580981	6580982	1646	0	+
chr1	6584310	6584311	1647	0	-
chr1	6588609	6588610	1650	0	+
chr1	6603681	6603682	1654	0	+
chr1	6609787	6609788	1655	0	-
chr1	6613815	6613816	1658	0	-
chr1	6625124	6625125	1664	0	-
chr1	6634784	6634785	1666	0	-
chr1	6637752	6637753	1667	0	+
chr1	6646697	6646698	1669	0	-
chr1	6658856	6658857	1671	0	+
chr1	6664829	6664830	1672	0	-
chr1	6688471	6688472	1674	0	+
chr1	6701905	6701906	1675	0	-
chr1	6720173	6720174	1679	0	+
chr1	6727747	6727748	1681	0	-
chr1	6743679	6743680	1682	0	-
chr1	6758337	6758338	1684	0	-
chr1	6786192	6786193	1685	0	+
chr1	6794341	6794342	1686	0	+
chr1	6867897	6867898	1688	0	-
chr1	6890068	6890069	1690	0	-
chr1	6919352	6919353	1693	0	-
chr1	6931977	6931978	1695	0	-
chr1	6944600	6944601	1696	0	-
chr1	6960440	6960441	1697	0	-
chr1	6963780	6963781	1698	0	+
chr1	6998510	6998511	1703	0	+
chr1	7008951	7008952	1704	0	-
chr1	7042902	7042903	1708	0	+
chr1	7070584	7070585	1713	0	-
chr1	7112063	7112064	1718	0	+
chr1	7117611	7117612	1720	0	-
chr1	7121055	7121056	1721	0	-
chr1	7127527	7127528	1722	0	-
chr1	7149560	7149561	1723	0	-
chr1	7192608	7192609	1725	0	-
chr1	7218425	7218426	1729	0	-
chr1	7224933	7224934	1732	0	+
chr1	7246110	7246111	1738	0	+
chr1	7266207	7266208	1741	0	+
chr1	7287225	7287226	1744	0	+
chr1	7346409	7346410	1752	0	-
chr1	7356255	7356256	1754	0	-
chr1	7389307	7389308	1759	0	-
chr1	7405898	7405899	1761	0	+
chr1	7407523	7407524	1762	0	-
chr1	7447245	7447246	1772	0	-
chr1	7449946	7449947	1774	0	+
chr1	7454252	7454253	1777	0	+
chr1	7460965	7460966	1779	0	-
chr1	7475014	7475015	1785	0	-
chr1	7475282	7475283	1786	0	-
chr1	7487776	7487777	1789	0	-
chr1	7493961	7493962	1790	0	-
chr1	7500638	7500639	1792	0	-
chr1	7516464	7516465	1795	0	-
chr1	7533293	7533294	1796	0	-
chr1	7539568	7539569	1799	0	-
chr1	7539917	7539918	1800	0	-
chr1	7553477	7553478	1812	0	+
chr1	7561613	7561614	1813	0	-
chr1	7577307	7577308	1816	0	-
chr1	7577433	7577434	1817	0	-
chr1	7581884	7581885	1818	0	+
chr1	7583662	7583663	1820	0	+
chr1	7584830	7584831	1821	0	-
chr1	7606383	7606384	1827	0	-
chr1	7640112	7640113	1833	0	-
chr1	7640184	7640185	1834	0	-
chr1	7641969	7641970	1835	0	-
chr1	7647414	7647415	1838	0	-
chr1	7651823	7651824	1841	0	+
chr1	7652741	7652742	1843	0	+
chr1	7667714	7667715	1845	0	+
chr1	7667770	7667771	1846	0	+
chr1	7669648	7669649	1847	0	+
chr1	7675966	7675967	1850	0	+
chr1	7680963	7680964	1853	0	+
chr1	7681842	7681843	1854	0	-
chr1	7694577	7694578	1858	0	+
chr1	7753003	7753004	1861	0	-
chr1	7755641	7755642	1862	0	-
chr1	7785298	7785299	1866	0	-
chr1	7798483	7798484	1868	0	+
chr1	7856592	7856593	1872	0	-
chr1	7902942	7902943	1875	0	-
chr1	7942481	7942482	1878	0	-
chr1	7975402	7975403	1884	0	+
chr1	7975451	7975452	1885	0	+
chr1	7982483	7982484	1887	0	+
chr1	8005220	8005221	1889	0	+
chr1	8015179	8015180	1890	0	+
chr1	8031385	8031386	1891	0	+
chr1	8160075	8160076	1897	0	-
chr1	8165847	8165848	1898	0	-
chr1	8188547	8188548	1901	0	+
chr1	8217427	8217428	1905	0	-
chr1	8224948	8224949	1906	0	-
chr1	8239102	8239103	1909	0	-
chr1	8282010	8282011	1912	0	-
chr1	8294626	8294627	1913	0	-
chr1	8314480	8314481	1915	0	-
chr1	8315962	8315963	1916	0	-
chr1	8339421	8339422	1921	0	+
chr1	8342534	8342535	1922	0	-
chr1	8349170	8349171	1925	0	-
chr1	8351852	8351853	1926	0	-
chr1	8359429	8359430	1930	0	-
chr1	8374993	8374994	1938	0	+
chr1	8379701	8379702	1939	0	+
chr1	8409181	8409182	1940	0	+
chr1	8431405	8431406	1941	0	-
chr1	8439658	8439659	1943	0	-
chr1	8443704	8443705	1944	0	-
chr1	8444029	8444030	1945	0	-
chr1	8460196	8460197	1948	0	-
chr1	8465174	8465175	1949	0	+
chr1	8571318	8571319	1959	0	-
chr1	8583813	8583814	1960	0	+
chr1	8598368	8598369	1961	0	+
chr1	8616915	8616916	1962	0	+
chr1	8671497	8671498	1966	0	-
chr1	8719073	8719074	1968	0	+
chr1	8726702	8726703	1969	0	-
chr1	8739551	8739552	1970	0	-
chr1	8764148	8764149	1972	0	-
chr1	8776331	8776332	1974	0	-
chr1	8794810	8794811	1975	0	+
chr1	8815078	8815079	1976	0	+
chr1	8817796	8817797	1977	0	+
chr1	8831535	8831536	1978	0	+
chr1	8849083	8849084	1979	0	-
chr1	8859593	8859594	1980	0	+
chr1	8862644	8862645	1981	0	+
chr1	8866224	8866225	1983	0	+
chr1	8871735	8871736	1984	0	+
chr1	8879477	8879478	1985	0	-
chr1	8889727	8889728	1986	0	-
chr1	8903693	8903694	1988	0	-
chr1	8910520	8910521	1989	0	+
chr1	8911223	8911224	1990	0	-
chr1	8915367	8915368	1992	0	+
chr1	8918268	8918269	1993	0	+
chr1	8939562	8939563	1998	0	+
chr1	8963090	8963091	1999	0	+
chr1	8971043	8971044	2001	0	+
chr1	8988225	8988226	2004	0	-
chr1	8993492	8993493	2005	0	-
chr1	8994107	8994108	2006	0	+
chr1	9005295	9005296	2007	0	-
chr1	9010207	9010208	2008	0	+
chr1	9024870	9024871	2010	0	-
chr1	9058577	9058578	2021	0	-
chr1	9067444	9067445	2022	0	+
chr1	9094255	9094256	2028	0	-
chr1	9099767	9099768	2029	0	+
chr1	9101731	9101732	2030	0	-
chr1	9110936	9110937	2034	0	+
chr1	9128492	9128493	2037	0	-
chr1	9128745	9128746	2038	0	+
chr1	9142428	9142429	2040	0	+
chr1	9181453	9181454	2045	0	+
chr1	9182437	9182438	2046	0	+
chr1	9186807	9186808	2047	0	-
chr1	9196629	9196630	2048	0	-
chr1	9198815	9198816	2049	0	+
chr1	9219769	9219770	2050	0	-
chr1	9233135	9233136	2051	0	-
chr1	9233453	9233454	2052	0	-
chr1	9234595	9234596	2053	0	+
chr1	9235077	9235078	2054	0	-
chr1	9247445	9247446	2056	0	-
chr1	9250227	9250228	2057	0	-
chr1	9267286	9267287	2060	0	+
chr1	9268112	9268113	2061	0	-
chr1	9273510	9273511	2063	0	-
chr1	9275525	9275526	2064	0	-
chr1	9280787	9280788	2065	0	-
chr1	9289188	9289189	2067	0	+
chr1	9292624	9292625	2068	0	+
chr1	9295185	9295186	2070	0	+
chr1	9303032	9303033	2071	0	-
chr1	9339004	9339005	2078	0	-
chr1	9379176	9379177	2087	0	-
chr1	9400825	9400826	2092	0	+
chr1	9401943	9401944	2093	0	+
chr1	9404734	9404735	2094	0	-
chr1	9421785	9421786	2097	0	-
chr1	9425264	9425265	2098	0	+
chr1	9428691	9428692	2099	0	+
chr1	9433820	9433821	2100	0	-
chr1	9448343	9448344	2102	0	-
chr1	9455961	9455962	2103	0	-
chr1	9467256	9467257	2104	0	-
chr1	9473551	9473552	2105	0	+
chr1	9491246	9491247	2108	0	-
chr1	9495413	9495414	2109	0	+
chr1	9539591	9539592	2111	0	+
chr1	9539660	9539661	2112	0	+
chr1	9546775	9546776	2113	0	+
chr1	9573090	9573091	2116	0	-
chr1	9573925	9573926	2117	0	-
chr1	9577101	9577102	2118	0	+
chr1	9588624	9588625	2119	0	+
chr1	9588772	9588773	2120	0	+
chr1	9594039	9594040	2122	0	+
chr1	9594109	9594110	2123	0	-
chr1	9601254	9601255	2125	0	+
chr1	9604319	9604320	2126	0	-
chr1	9615792	9615793	2131	0	-
chr1	9627125	9627126	2133	0	+
chr1	9627192	9627193	2134	0	+
chr1	9652854	9652855	2141	0	+
chr1	9687404	9687405	2145	0	-
chr1	9690270	9690271	2148	0	-
chr1	9691992	9691993	2149	0	+
chr1	9693984	9693985	2151	0	+
chr1	9702400	9702401	2152	0	-
chr1	9702434	9702435	2153	0	+
chr1	9717452	9717453	2156	0	-
chr1	9721973	9721974	2159	0	+
chr1	9725170	9725171	2164	0	-
chr1	9725222	9725223	2165	0	+
chr1	9769246	9769247	2172	0	+
chr1	9784729	9784730	2173	0	+
chr1	9835857	9835858	2180	0	+
chr1	9842789	9842790	2182	0	-
chr1	9846788	9846789	2184	0	-
chr1	9861602	9861603	2186	0	+
chr1	9867657	9867658	2187	0	-
chr1	9875047	9875048	2190	0	+
chr1	9886354	9886355	2192	0	+
chr1	9909300	9909301	2194	0	+
chr1	9910123	9910124	2195	0	+
chr1	9914601	9914602	2196	0	-
chr1	9942523	9942524	2198	0	-
chr1	9943202	9943203	2199	0	+
chr1	9950495	9950496	2200	0	+
chr1	10015855	10015856	2204	0	-
chr1	10032667	10032668	2208	0	-
chr1	10034589	10034590	2209	0	-
chr1	10051833	10051834	2210	0	+
chr1	10058663	10058664	2211	0	-
chr1	10068886	10068887	2212	0	-
chr1	10102146	10102147	2213	0	-
chr1	10110175	10110176	2214	0	-
chr1	10136460	10136461	2217	0	+
chr1	10151759	10151760	2219	0	-
chr1	10152974	10152975	2220	0	+
